date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure_bar,Sp_Conductance_cal,SalinityInSitu_1pCal
2021-03-26T14:42:00Z,46245.1,24.89,CT_333,46148.866654839585,1,49314.089630654446,32.22984401616917
2021-03-26T14:42:10Z,46279.2,24.89,CT_333,46182.89569473635,1,49348.11867055121,32.25477158526792
2021-03-26T14:42:20Z,46356,24.89,CT_333,46259.535878433475,1,49424.758854248335,32.31092422062285
2021-03-26T14:42:30Z,46309,24.91,CT_333,46233.74744479918,1,49398.97042061404,32.292027916391135
2021-03-26T14:42:40Z,46377.4,24.91,CT_333,46302.03629416376,1,49467.25926997862,32.34206980703876
2021-03-26T14:42:50Z,46330.4,24.91,CT_333,46255.11266960038,1,49420.33564541524,32.30768302351297
2021-03-26T14:43:00Z,46287.7,24.92,CT_333,46223.03553282082,1,49388.25850863568,32.28417933055301
2021-03-26T14:43:10Z,46433,24.92,CT_333,46368.13254699346,1,49533.35552280832,32.390516254115845
2021-03-26T14:43:20Z,46377.4,24.93,CT_333,46323.18511589277,1,49488.40809170763,32.357570011743896
2021-03-26T14:43:30Z,46398.8,24.97,CT_333,46386.88888358523,1,49552.11185940009,32.404266073026506
2021-03-26T14:43:40Z,46433,24.96,CT_333,46410.48865430936,1,49575.71163012422,32.42156776671871
2021-03-26T14:43:50Z,46420.2,24.94,CT_333,46376.52070631302,1,49541.74368212788,32.39666530133761
2021-03-26T14:44:00Z,46351.7,24.88,CT_333,46244.67966344885,1,49409.90263926371,32.30003822094653
2021-03-26T14:44:10Z,46309,24.82,CT_333,46138.76599016126,1,49303.98896597612,32.22244546071035
2021-03-26T14:44:20Z,46351.7,24.83,CT_333,46191.86837467191,1,49357.09135048677,32.26134490577259
2021-03-26T14:44:30Z,46373.1,24.87,CT_333,46255.46118138106,1,49420.68415719592,32.30793840087305
2021-03-26T14:44:40Z,46407.3,24.86,CT_333,46278.99852593915,1,49444.22150175401,32.325186465979584
2021-03-26T14:44:50Z,46330.4,24.82,CT_333,46160.087322778876,1,49325.31029859374,32.23806325796614
2021-03-26T14:45:00Z,46338.9,24.82,CT_333,46168.55607638868,1,49333.77905220354,32.24426690929328
2021-03-26T14:45:10Z,46296.2,24.79,CT_333,46094.378726079965,1,49259.601701894826,32.18993566108463
2021-03-26T14:45:20Z,46326.1,24.77,CT_333,46103.0500597589,1,49268.27303557376,32.196286263061545
2021-03-26T14:45:30Z,46394.5,24.78,CT_333,46181.68498032946,1,49346.90795614432,32.25388464030805
2021-03-26T14:45:40Z,46360.3,24.81,CT_333,46179.317067318596,1,49344.54004313346,32.25214996575559
2021-03-26T14:45:50Z,46360.3,24.83,CT_333,46200.43871983773,1,49365.66169565259,32.267623669803235
2021-03-26T14:46:00Z,46441.6,24.84,CT_333,46292.03918066863,1,49457.26215648349,32.33474320790133
2021-03-26T14:46:10Z,46428.7,24.87,CT_333,46310.92013585434,1,49476.143111669204,32.34858073416189
2021-03-26T14:46:20Z,46428.7,24.89,CT_333,46332.084593990505,1,49497.307569805365,32.364092877147485
2021-03-26T14:46:30Z,46553.2,24.91,CT_333,46477.55061753061,1,49642.77359334547,32.47074060897719
2021-03-26T14:46:40Z,46463,24.92,CT_333,46398.090636636814,1,49563.313612451675,32.41247823487305
2021-03-26T14:46:50Z,46540.3,24.93,CT_333,46485.8946868342,1,49651.11766264906,32.47685965436076
2021-03-26T14:47:00Z,46428.7,24.93,CT_333,46374.42514652073,1,49539.64812233559,32.39512910774109
2021-03-26T14:47:10Z,46450.2,24.93,CT_333,46395.90001315818,1,49561.12298897304,32.41087223308388
2021-03-26T14:47:20Z,46540.3,24.94,CT_333,46496.50769768377,1,49661.730673498634,32.48464286238363
2021-03-26T14:47:30Z,46540.3,24.96,CT_333,46517.73663381978,1,49682.95960963464,32.50021227426574
2021-03-26T14:47:40Z,46540.3,24.97,CT_333,46528.35255887483,1,49693.57553468969,32.50799847809973
2021-03-26T14:47:50Z,46574.7,24.98,CT_333,46573.36847163558,1,49738.59144745044,32.54101838282077
2021-03-26T14:48:00Z,46518.8,24.98,CT_333,46517.4700697658,1,49682.69304558066,32.50001676770937
2021-03-26T14:48:10Z,46587.6,24.98,CT_333,46586.26810283629,1,49751.491078651154,32.55048142095923
2021-03-26T14:48:20Z,46561.8,24.99,CT_333,46571.09161280055,1,49736.31458861541,32.53934814623437
2021-03-26T14:48:30Z,46553.2,24.99,CT_333,46562.48989663256,1,49727.712872447424,32.533038299403316
2021-03-26T14:48:40Z,46561.8,25.01,CT_333,46592.34007157917,1,49757.56304739403,32.55493590169364
2021-03-26T14:48:50Z,46596.2,25.01,CT_333,46626.762634677296,1,49791.98561049216,32.580190542750394
2021-03-26T14:49:00Z,46574.7,25.01,CT_333,46605.24853274097,1,49770.47150855583,32.56440603946861
2021-03-26T14:49:10Z,46596.2,25.01,CT_333,46626.762634677296,1,49791.98561049216,32.580190542750394
2021-03-26T14:49:20Z,46583.3,25.02,CT_333,46624.48476612789,1,49789.70774194275,32.57851925660318
2021-03-26T14:49:30Z,46596.2,25.02,CT_333,46637.396171148204,1,49802.619146963065,32.58799260809724
2021-03-26T14:49:40Z,46643.6,25.03,CT_333,46695.483404152954,1,49860.706379967814,32.63061758804533
2021-03-26T14:49:50Z,46583.3,25.03,CT_333,46635.1163302292,1,49800.33930604406,32.58631981325544
2021-03-26T14:50:00Z,46617.7,25.04,CT_333,46680.19498182211,1,49845.41795763697,32.61939796343542
2021-03-26T14:50:10Z,46609.1,25.04,CT_333,46671.5834527925,1,49836.806428607364,32.6130785325464
2021-03-26T14:50:20Z,46609.1,25.04,CT_333,46671.5834527925,1,49836.806428607364,32.6130785325464
2021-03-26T14:50:30Z,46665.1,25.04,CT_333,46727.658525543455,1,49892.881501358315,32.65423169390418
2021-03-26T14:50:40Z,46665.1,25.06,CT_333,46748.963856604554,1,49914.186832419415,32.66986964210032
2021-03-26T14:50:50Z,46686.7,25.06,CT_333,46770.6026748928,1,49935.82565070766,32.68575354691309
2021-03-26T14:51:00Z,46652.2,25.07,CT_333,46746.69185294206,1,49911.91482875692,32.668201954093576
2021-03-26T14:51:10Z,46652.2,25.07,CT_333,46746.69185294206,1,49911.91482875692,32.668201954093576
2021-03-26T14:51:20Z,46699.7,25.07,CT_333,46794.288061974315,1,49959.511037789176,32.703141091582076
2021-03-26T14:51:30Z,46699.7,25.07,CT_333,46794.288061974315,1,49959.511037789176,32.703141091582076
2021-03-26T14:51:40Z,46652.2,25.07,CT_333,46746.69185294206,1,49911.91482875692,32.668201954093576
2021-03-26T14:51:50Z,46721.3,25.07,CT_333,46815.93181176583,1,49981.154787580694,32.71903110677752
2021-03-26T14:52:00Z,46686.7,25.07,CT_333,46781.26173108128,1,49946.48470689614,32.69357822973161
2021-03-26T14:52:10Z,46708.3,25.07,CT_333,46802.905480872796,1,49968.12845668766,32.70946752923136
2021-03-26T14:52:20Z,46686.7,25.07,CT_333,46781.26173108128,1,49946.48470689614,32.69357822973161
2021-03-26T14:52:30Z,46721.3,25.08,CT_333,46826.59974127851,1,49991.82271709337,32.72686353104292
2021-03-26T14:52:40Z,46665.1,25.08,CT_333,46770.27307859018,1,49935.49605440504,32.685511598894514
2021-03-26T14:52:50Z,46673.8,25.08,CT_333,46778.992686515245,1,49944.215662330105,32.69191252769559
2021-03-26T14:53:00Z,46673.8,25.08,CT_333,46778.992686515245,1,49944.215662330105,32.69191252769559
2021-03-26T14:53:10Z,46673.8,25.08,CT_333,46778.992686515245,1,49944.215662330105,32.69191252769559
2021-03-26T14:53:20Z,46708.3,25.08,CT_333,46813.57044208014,1,49978.793417895,32.71729742147051
2021-03-26T14:53:30Z,46708.3,25.08,CT_333,46813.57044208014,1,49978.793417895,32.71729742147051
2021-03-26T14:53:40Z,46708.3,25.09,CT_333,46824.2363766871,1,49989.45935250196,32.72512831711146
2021-03-26T14:53:50Z,46665.1,25.09,CT_333,46780.929148389914,1,49946.152124204775,32.69333408048514
2021-03-26T14:54:00Z,46699.7,25.11,CT_333,46836.945891069496,1,50002.168866884356,32.734459979655504
2021-03-26T14:54:10Z,46699.7,25.09,CT_333,46815.615030313114,1,49980.838006127975,32.718798529348156
2021-03-26T14:54:20Z,46686.7,25.11,CT_333,46823.90768532976,1,49989.13066114462,32.72488698863833
2021-03-26T14:54:30Z,46708.3,25.11,CT_333,46845.57116563578,1,50010.79414145064,32.74079311854989
2021-03-26T14:54:40Z,46755.9,25.11,CT_333,46893.31105742128,1,50058.53403323614,32.775849720869566
2021-03-26T14:54:50Z,46755.9,25.12,CT_333,46903.99078406239,1,50069.21375987725,32.783692904298285
2021-03-26T14:55:00Z,46699.7,25.12,CT_333,46847.612780814365,1,50012.835756629225,32.742292209481604
2021-03-26T14:55:10Z,46708.3,25.12,CT_333,46856.240019745564,1,50021.462995560425,32.74862702432298
2021-03-26T14:55:20Z,46777.5,25.12,CT_333,46925.65919812213,1,50090.88217393699,32.79960706118554
2021-03-26T14:55:30Z,46777.5,25.12,CT_333,46925.65919812213,1,50090.88217393699,32.79960706118554
2021-03-26T14:55:40Z,46777.5,25.13,CT_333,46936.344832894036,1,50101.567808708896,32.80745546087258
2021-03-26T14:55:50Z,46777.5,25.13,CT_333,46936.344832894036,1,50101.567808708896,32.80745546087258
2021-03-26T14:56:00Z,46790.5,25.13,CT_333,46949.38897768218,1,50114.61195349704,32.81703653499884
2021-03-26T14:56:10Z,46812.1,25.13,CT_333,46971.06232594557,1,50136.28530176043,32.832956812906815
2021-03-26T14:56:20Z,46729.9,25.13,CT_333,46888.58319505436,1,50053.80617086922,32.77237767464772
2021-03-26T14:56:30Z,46777.5,25.14,CT_333,46947.0314419269,1,50112.25441774176,32.81530486594802
2021-03-26T14:56:40Z,46777.5,25.13,CT_333,46936.344832894036,1,50101.567808708896,32.80745546087258
2021-03-26T14:56:50Z,46742.9,25.14,CT_333,46912.30604429148,1,50077.52902010634,32.78979982575749
2021-03-26T14:57:00Z,46790.5,25.14,CT_333,46960.07855664541,1,50125.30153246027,32.8248884754062
2021-03-26T14:57:10Z,46859.8,25.14,CT_333,47029.62971433715,1,50194.85269015201,32.8759837747875
2021-03-26T14:57:20Z,46764.5,25.14,CT_333,46933.98432720839,1,50099.20730302325,32.80572168848223
2021-03-26T14:57:30Z,46777.5,25.14,CT_333,46947.0314419269,1,50112.25441774176,32.81530486594802
2021-03-26T14:57:40Z,46764.5,25.14,CT_333,46933.98432720839,1,50099.20730302325,32.80572168848223
