date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure_bar,Sp_Conductance_cal,SalinityInSitu_1pCal
2021-03-26T15:15:00Z,46955.4,24.63,CT_322,46579.73570470297,1,49201.73567191942,32.14756136231255
2021-03-26T15:15:10Z,47057.8,24.73,CT_322,46788.37577783421,1,49410.37574505066,32.300384884009205
2021-03-26T15:15:20Z,47001.9,24.7,CT_322,46700.70585088925,1,49322.7058181057,32.2361554236886
2021-03-26T15:15:30Z,47025.2,24.7,CT_322,46723.85654152783,1,49345.85650874428,32.25311437416852
2021-03-26T15:15:40Z,46974,24.68,CT_322,46651.608935775126,1,49273.608902991575,32.20019417333554
2021-03-26T15:15:50Z,46997.3,24.67,CT_322,46664.0573474381,1,49286.05731465455,32.20931148707827
2021-03-26T15:16:00Z,46960.1,24.65,CT_322,46605.75764425876,1,49227.75761147521,32.16661572783505
2021-03-26T15:16:10Z,46983.3,24.65,CT_322,46628.78258622751,1,49250.78255344396,32.183477000461764
2021-03-26T15:16:20Z,46997.3,24.64,CT_322,46631.988224536566,1,49253.988191753015,32.18582461126619
2021-03-26T15:16:30Z,46918.3,24.64,CT_322,46553.602294499346,1,49175.602261715794,32.12842710602374
2021-03-26T15:16:40Z,46960.1,24.64,CT_322,46595.07738153169,1,49217.07734874814,32.15879497912583
2021-03-26T15:16:50Z,46983.3,24.64,CT_322,46618.097047061616,1,49240.097014278064,32.17565176257531
2021-03-26T15:17:00Z,46960.1,24.64,CT_322,46595.07738153169,1,49217.07734874814,32.15879497912583
2021-03-26T15:17:10Z,46946.2,24.64,CT_322,46581.28542675299,1,49203.28539396944,32.148696086176905
2021-03-26T15:17:20Z,47025.2,24.64,CT_322,46659.67135679022,1,49281.67132400667,32.206099108390084
2021-03-26T15:17:30Z,46974,24.64,CT_322,46608.869336310396,1,49230.869303526844,32.16889435570133
2021-03-26T15:17:40Z,47001.9,24.64,CT_322,46636.55246856405,1,49258.5524357805,32.18916722576832
2021-03-26T15:17:50Z,47001.9,24.64,CT_322,46636.55246856405,1,49258.5524357805,32.18916722576832
2021-03-26T15:18:00Z,47001.9,24.64,CT_322,46636.55246856405,1,49258.5524357805,32.18916722576832
2021-03-26T15:18:10Z,47015.9,24.65,CT_322,46661.13659951119,1,49283.13656672764,32.207172273157106
2021-03-26T15:18:20Z,47015.9,24.65,CT_322,46661.13659951119,1,49283.13656672764,32.207172273157106
2021-03-26T15:18:30Z,47015.9,24.65,CT_322,46661.13659951119,1,49283.13656672764,32.207172273157106
2021-03-26T15:18:40Z,47095,24.65,CT_322,46739.639742171894,1,49361.63970938834,32.264677078803416
2021-03-26T15:18:50Z,47081,24.65,CT_322,46725.745380639026,1,49347.745347855474,32.254498096191945
2021-03-26T15:19:00Z,47095,24.67,CT_322,46761.06458834012,1,49383.06455555657,32.28037384166394
2021-03-26T15:19:10Z,47109,24.67,CT_322,46774.96531886856,1,49396.96528608501,32.29055873813954
2021-03-26T15:19:20Z,47109,24.67,CT_322,46774.96531886856,1,49396.96528608501,32.29055873813954
2021-03-26T15:19:30Z,47113.7,24.67,CT_322,46779.63199268882,1,49401.631959905266,32.293978063492624
2021-03-26T15:19:40Z,47123,24.67,CT_322,46788.866049396995,1,49410.86601661344,32.300744125705535
2021-03-26T15:19:50Z,47127.7,24.67,CT_322,46793.53272321726,1,49415.532690433705,32.304163615921375
2021-03-26T15:20:00Z,47113.7,24.65,CT_322,46758.19863936222,1,49380.19860657867,32.27827405670962
2021-03-26T15:20:10Z,47104.4,24.65,CT_322,46748.96881348682,1,49370.96878070327,32.271511813888374
2021-03-26T15:20:20Z,47113.7,24.65,CT_322,46758.19863936222,1,49380.19860657867,32.27827405670962
2021-03-26T15:20:30Z,47104.4,24.64,CT_322,46738.25573221994,1,49360.25569943639,32.26366313376288
2021-03-26T15:20:40Z,47169.7,24.64,CT_322,46803.04815287096,1,49425.048120087406,32.311136187839075
2021-03-26T15:20:50Z,47132.4,24.64,CT_322,46766.03808716984,1,49388.03805438629,32.284017807447086
2021-03-26T15:21:00Z,47221.2,24.68,CT_322,46897.112357432285,1,49519.11232464873,32.3800755054574
2021-03-26T15:21:10Z,47225.9,24.74,CT_322,46966.26295314579,1,49588.26292036224,32.43077006719498
2021-03-26T15:21:20Z,47314.9,24.82,CT_322,47140.96825558489,1,49762.96822280134,32.55890129233301
2021-03-26T15:21:30Z,47329,24.78,CT_322,47111.898359374776,1,49733.898326591225,32.53757566197348
