"Plot Title: CT_317"
"#","Date Time, GMT-07:00","High Range, μS/cm (LGR S/N: 20739317, SEN S/N: 20739317)","Temp, °C (LGR S/N: 20739317, SEN S/N: 20739317)"
1,03/26/21 01:47:40 PM,0.0,22.97
2,03/26/21 01:47:50 PM,49456.1,22.36
3,03/26/21 01:48:00 PM,48902.4,22.28
4,03/26/21 01:48:10 PM,48194.3,22.28
5,03/26/21 01:48:20 PM,47818.5,22.29
6,03/26/21 01:48:30 PM,47441.8,22.29
7,03/26/21 01:48:40 PM,47053.6,22.16
8,03/26/21 01:48:50 PM,46891.1,22.17
9,03/26/21 01:49:00 PM,46772.6,22.18
10,03/26/21 01:49:10 PM,46574.2,22.19
11,03/26/21 01:49:20 PM,46472.9,22.21
12,03/26/21 01:49:30 PM,46281.9,22.19
13,03/26/21 01:49:40 PM,46155.3,22.18
14,03/26/21 01:49:50 PM,45961.2,22.10
15,03/26/21 01:50:00 PM,45882.9,22.12
16,03/26/21 01:50:10 PM,45914.2,22.13
17,03/26/21 01:50:20 PM,45820.5,22.13
18,03/26/21 01:50:30 PM,45836.1,22.13
19,03/26/21 01:50:40 PM,45670.0,22.15
20,03/26/21 01:50:50 PM,45582.2,22.13
21,03/26/21 01:51:00 PM,45649.3,22.11
22,03/26/21 01:51:10 PM,45417.7,22.09
23,03/26/21 01:51:20 PM,45510.1,22.11
24,03/26/21 01:51:30 PM,45469.0,22.12
25,03/26/21 01:51:40 PM,45417.7,22.13
26,03/26/21 01:51:50 PM,45392.1,22.13
27,03/26/21 01:52:00 PM,45417.7,22.13
28,03/26/21 01:52:10 PM,45289.8,22.13
29,03/26/21 01:52:20 PM,45213.4,22.15
30,03/26/21 01:52:30 PM,45249.1,22.13
31,03/26/21 01:52:40 PM,45177.8,22.13
32,03/26/21 01:52:50 PM,45137.2,22.13
33,03/26/21 01:53:00 PM,45111.8,22.13
34,03/26/21 01:53:10 PM,45071.3,22.13
35,03/26/21 01:53:20 PM,45020.8,22.15
36,03/26/21 01:53:30 PM,44960.2,22.13
37,03/26/21 01:53:40 PM,45046.0,22.13
38,03/26/21 01:53:50 PM,45030.9,22.16
39,03/26/21 01:54:00 PM,44995.5,22.16
40,03/26/21 01:54:10 PM,44935.0,22.17
41,03/26/21 01:54:20 PM,44864.6,22.17
42,03/26/21 01:54:30 PM,44924.9,22.17
43,03/26/21 01:54:40 PM,44909.8,22.17
44,03/26/21 01:54:50 PM,44849.5,22.17
45,03/26/21 01:55:00 PM,44879.7,22.17
46,03/26/21 01:55:10 PM,44839.5,22.17
47,03/26/21 01:55:20 PM,44759.3,22.17
48,03/26/21 01:55:30 PM,44909.8,22.17
49,03/26/21 01:55:40 PM,44764.3,22.17
50,03/26/21 01:55:50 PM,44794.4,22.18
51,03/26/21 01:56:00 PM,44794.4,22.18
52,03/26/21 01:56:10 PM,44734.3,22.18
53,03/26/21 01:56:20 PM,44784.3,22.18
54,03/26/21 01:56:30 PM,44644.5,22.19
55,03/26/21 01:56:40 PM,44709.3,22.19
56,03/26/21 01:56:50 PM,44779.3,22.19
57,03/26/21 01:57:00 PM,44704.3,22.19
58,03/26/21 01:57:10 PM,44664.4,22.19
59,03/26/21 01:57:20 PM,44649.5,22.21
60,03/26/21 01:57:30 PM,44624.6,22.21
61,03/26/21 01:57:40 PM,44589.7,22.21
62,03/26/21 01:57:50 PM,44674.4,22.19
63,03/26/21 01:58:00 PM,44584.8,22.22
64,03/26/21 01:58:10 PM,44584.8,22.22
65,03/26/21 01:58:20 PM,44530.1,22.22
66,03/26/21 01:58:30 PM,44495.4,22.22
67,03/26/21 01:58:40 PM,44594.7,22.22
68,03/26/21 01:58:50 PM,44629.5,22.22
69,03/26/21 01:59:00 PM,44525.2,22.22
70,03/26/21 01:59:10 PM,44559.9,22.22
71,03/26/21 01:59:20 PM,44490.5,22.23
72,03/26/21 01:59:30 PM,44455.8,22.23
73,03/26/21 01:59:40 PM,44436.0,22.23
74,03/26/21 01:59:50 PM,44416.3,22.23
75,03/26/21 02:00:00 PM,44426.2,22.24
76,03/26/21 02:00:10 PM,44441.0,22.24
77,03/26/21 02:00:20 PM,44460.8,22.24
78,03/26/21 02:00:30 PM,44406.4,22.24
79,03/26/21 02:00:40 PM,44441.0,22.26
80,03/26/21 02:00:50 PM,44455.8,22.26
81,03/26/21 02:01:00 PM,44352.1,22.26
82,03/26/21 02:01:10 PM,44386.7,22.26
83,03/26/21 02:01:20 PM,44401.5,22.26
84,03/26/21 02:01:30 PM,44332.4,22.26
85,03/26/21 02:01:40 PM,44376.8,22.27
86,03/26/21 02:01:50 PM,44332.4,22.27
87,03/26/21 02:02:00 PM,44312.7,22.27
88,03/26/21 02:02:10 PM,44244.0,22.27
89,03/26/21 02:02:20 PM,44386.7,22.27
90,03/26/21 02:02:30 PM,44302.9,22.28
91,03/26/21 02:02:40 PM,44352.1,22.28
92,03/26/21 02:02:50 PM,44337.4,22.28
93,03/26/21 02:03:00 PM,44332.4,22.28
94,03/26/21 02:03:10 PM,44332.4,22.28
95,03/26/21 02:03:20 PM,44293.1,22.29
96,03/26/21 02:03:30 PM,44214.5,22.29
97,03/26/21 02:03:40 PM,44209.6,22.29
98,03/26/21 02:03:50 PM,44273.4,22.29
99,03/26/21 02:04:00 PM,44209.6,22.29
100,03/26/21 02:04:10 PM,44239.0,22.29
101,03/26/21 02:04:20 PM,44224.3,22.30
102,03/26/21 02:04:30 PM,44219.4,22.30
103,03/26/21 02:04:40 PM,44219.4,22.30
104,03/26/21 02:04:50 PM,44234.1,22.30
105,03/26/21 02:05:00 PM,44234.1,22.30
106,03/26/21 02:05:10 PM,44209.6,22.32
107,03/26/21 02:05:20 PM,44180.2,22.32
108,03/26/21 02:05:30 PM,44180.2,22.32
109,03/26/21 02:05:40 PM,44194.9,22.32
110,03/26/21 02:05:50 PM,44239.0,22.32
111,03/26/21 02:06:00 PM,44204.7,22.32
112,03/26/21 02:06:10 PM,44204.7,22.33
113,03/26/21 02:06:20 PM,44190.0,22.33
114,03/26/21 02:06:30 PM,44185.1,22.33
115,03/26/21 02:06:40 PM,44150.9,22.33
116,03/26/21 02:06:50 PM,44165.5,22.33
117,03/26/21 02:07:00 PM,44097.1,22.34
118,03/26/21 02:07:10 PM,44131.3,22.34
119,03/26/21 02:07:20 PM,44194.9,22.34
120,03/26/21 02:07:30 PM,44194.9,22.34
121,03/26/21 02:07:40 PM,44146.0,22.34
122,03/26/21 02:07:50 PM,44160.7,22.34
123,03/26/21 02:08:00 PM,44106.9,22.34
124,03/26/21 02:08:10 PM,44141.1,22.35
125,03/26/21 02:08:20 PM,44121.5,22.35
126,03/26/21 02:08:30 PM,44136.2,22.35
127,03/26/21 02:08:40 PM,44121.5,22.35
128,03/26/21 02:08:50 PM,44121.5,22.36
129,03/26/21 02:09:00 PM,44082.5,22.35
130,03/26/21 02:09:10 PM,44024.0,22.36
131,03/26/21 02:09:20 PM,44087.4,22.35
132,03/26/21 02:09:30 PM,44082.5,22.35
133,03/26/21 02:09:40 PM,44082.5,22.35
134,03/26/21 02:09:50 PM,44097.1,22.36
135,03/26/21 02:10:00 PM,44048.4,22.36
136,03/26/21 02:10:10 PM,44063.0,22.36
137,03/26/21 02:10:20 PM,44058.1,22.36
