date,E_Conductivity,TempInSitu,Serial,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,A,B,Sp_Conductance,Sp_Conductance_cal,SalinityInSitu_2pCal
2021-01-20T13:29:00Z,1827.8,23.02,CT_324,NA,NA,NA,NA,1,4.1457192543999994,132.02,1746.7575943245604,1832.3348849138247,0.927274957619538
2021-01-20T13:30:00Z,1829,23.02,CT_324,NA,NA,NA,NA,1,4.1457192543999994,132.02,1747.904387799333,1833.5498934216191,0.9279203605577829
2021-01-20T13:31:00Z,1829,23.02,CT_324,NA,NA,NA,NA,1,4.1457192543999994,132.02,1747.904387799333,1833.5498934216191,0.9279203605577829
2021-01-20T13:32:00Z,1829.5,23.02,CT_324,NA,NA,NA,NA,1,4.1457192543999994,132.02,1748.3822184138216,1834.0561469665333,0.9281892865120529
2021-01-18T06:23:00Z,39824.2,23.67,CT_324,NA,NA,NA,NA,1,5.040004100400003,132.67000000000002,38640.064924002254,40920.17700497379,26.171646693890263
2021-01-18T06:24:00Z,39859.2,23.67,CT_324,NA,NA,NA,NA,1,5.040004100400003,132.67000000000002,38674.02423196927,40956.15632383668,26.197224769237057
2021-01-18T06:25:00Z,39808.6,23.68,CT_324,NA,NA,NA,NA,1,5.0537678464,132.68,38633.90119545452,40913.646637658334,26.16700455163562
2021-01-18T06:26:00Z,39800.9,23.68,CT_324,NA,NA,NA,NA,1,5.0537678464,132.68,38626.42841220656,40905.72934878034,26.16137665984399
2021-01-18T06:27:00Z,39785.4,23.69,CT_324,NA,NA,NA,NA,1,5.067531759600002,132.69,38620.35383072618,40899.293431291866,26.15680190103531
2021-01-18T06:28:00Z,39742.7,23.71,CT_324,NA,NA,NA,NA,1,5.095060087600001,132.71,38596.82357011815,40874.363513692675,26.139082321363386
2021-01-18T06:29:00Z,39700.2,23.71,CT_324,NA,NA,NA,NA,1,5.095060087600001,132.71,38555.54894605561,40830.63373976635,26.10800420325973
2021-01-20T13:03:00Z,36319.4,23.39,CT_324,NA,NA,NA,NA,1,4.654687095600001,132.39,35010.58187137486,37074.80040940869,23.45767897081791
2021-01-20T13:04:00Z,36246.9,23.33,CT_324,NA,NA,NA,NA,1,4.572136220399997,132.32999999999998,34891.82203398469,36948.976347807766,23.369542921268067
2021-01-20T13:05:00Z,36270,23.29,CT_324,NA,NA,NA,NA,1,4.517105647599999,132.29,34881.47146963579,36938.010097980725,23.361863409612173
2021-01-20T13:06:00Z,36243.6,23.26,CT_324,NA,NA,NA,NA,1,4.475834473600003,132.26,34831.66779990909,36885.24394281114,23.324916546218592
2021-01-20T13:07:00Z,36250.2,23.25,CT_324,NA,NA,NA,NA,1,4.46207775,132.25,34829.87263263871,36883.34199311016,23.323584941327923
2021-01-18T07:59:00Z,42595.8,28.28,CT_324,102.69,28.06,0.104,WL_877,1.0269,11.402819222400003,137.28,45849.123170190185,48558.05365407094,31.676770602601888
2021-01-18T08:00:00Z,42569.6,28.3,CT_324,102.87,28.06,0.122,WL_877,1.0287000000000002,11.430501040000001,137.3,45840.921665745074,48549.36429727154,31.67042198107106
2021-01-18T08:01:00Z,42517.4,28.28,CT_324,102.388,28.159,0.074,WL_877,1.0238800000000001,11.402819222400003,137.28,45764.73524329263,48468.64605680852,31.611463037329933
2021-01-18T08:02:00Z,42491.3,28.26,CT_324,102.891,28.159,0.124,WL_877,1.02891,11.375138073600002,137.26,45716.682445205566,48417.734920859926,31.574282258645045
2021-01-18T08:03:00Z,42408.9,28.37,CT_324,102.783,28.159,0.114,WL_877,1.02783,11.527392668400003,137.37,45737.633450314046,48439.93216039226,31.590491931626904
