"Plot Title: CT_321_overnight"
"#","Date Time, GMT-07:00","High Range, μS/cm (LGR S/N: 20739321, SEN S/N: 20739321)","Temp, °C (LGR S/N: 20739321, SEN S/N: 20739321)"
1,03/26/21 05:00:00 PM,43290.4,21.67
2,03/26/21 05:00:10 PM,43339.7,21.67
3,03/26/21 05:00:20 PM,43290.4,21.67
4,03/26/21 05:00:30 PM,43311.0,21.67
5,03/26/21 05:00:40 PM,43269.9,21.67
6,03/26/21 05:00:50 PM,43294.5,21.67
7,03/26/21 05:01:00 PM,43282.2,21.67
8,03/26/21 05:01:10 PM,43224.9,21.67
9,03/26/21 05:01:20 PM,43265.8,21.67
10,03/26/21 05:01:30 PM,43253.5,21.67
11,03/26/21 05:01:40 PM,43290.4,21.67
12,03/26/21 05:01:50 PM,43220.8,21.67
13,03/26/21 05:02:00 PM,43274.0,21.67
14,03/26/21 05:02:10 PM,43216.7,21.67
15,03/26/21 05:02:20 PM,43204.4,21.67
16,03/26/21 05:02:30 PM,43204.4,21.67
17,03/26/21 05:02:40 PM,43228.9,21.67
18,03/26/21 05:02:50 PM,43196.2,21.67
19,03/26/21 05:03:00 PM,43159.4,21.67
20,03/26/21 05:03:10 PM,43175.8,21.67
21,03/26/21 05:03:20 PM,43196.2,21.67
22,03/26/21 05:03:30 PM,43159.4,21.67
23,03/26/21 05:03:40 PM,43220.8,21.67
24,03/26/21 05:03:50 PM,43167.6,21.67
25,03/26/21 05:04:00 PM,43192.1,21.67
26,03/26/21 05:04:10 PM,43179.9,21.67
27,03/26/21 05:04:20 PM,43167.6,21.67
28,03/26/21 05:04:30 PM,43163.5,21.67
29,03/26/21 05:04:40 PM,43175.8,21.67
30,03/26/21 05:04:50 PM,43159.4,21.67
31,03/26/21 05:05:00 PM,43183.9,21.67
32,03/26/21 05:05:10 PM,43183.9,21.67
33,03/26/21 05:05:20 PM,43106.4,21.67
34,03/26/21 05:05:30 PM,43130.9,21.67
35,03/26/21 05:05:40 PM,43171.7,21.67
36,03/26/21 05:05:50 PM,43090.1,21.67
37,03/26/21 05:06:00 PM,43143.1,21.67
38,03/26/21 05:06:10 PM,43143.1,21.67
39,03/26/21 05:06:20 PM,43139.0,21.67
40,03/26/21 05:06:30 PM,43151.3,21.67
41,03/26/21 05:06:40 PM,43159.4,21.67
42,03/26/21 05:06:50 PM,43118.6,21.67
43,03/26/21 05:07:00 PM,43041.2,21.68
44,03/26/21 05:07:10 PM,43081.9,21.67
45,03/26/21 05:07:20 PM,43110.5,21.67
46,03/26/21 05:07:30 PM,43041.2,21.67
47,03/26/21 05:07:40 PM,43041.2,21.67
48,03/26/21 05:07:50 PM,43065.7,21.67
49,03/26/21 05:08:00 PM,43102.3,21.67
50,03/26/21 05:08:10 PM,43061.6,21.67
51,03/26/21 05:08:20 PM,43073.8,21.67
52,03/26/21 05:08:30 PM,43033.1,21.67
53,03/26/21 05:08:40 PM,43016.9,21.68
54,03/26/21 05:08:50 PM,43045.3,21.67
55,03/26/21 05:09:00 PM,43045.3,21.67
56,03/26/21 05:09:10 PM,42992.5,21.67
57,03/26/21 05:09:20 PM,43029.1,21.67
58,03/26/21 05:09:30 PM,43016.9,21.67
59,03/26/21 05:09:40 PM,42988.4,21.67
60,03/26/21 05:09:50 PM,43000.6,21.67
61,03/26/21 05:10:00 PM,43012.8,21.67
62,03/26/21 05:10:10 PM,43025.0,21.67
63,03/26/21 05:10:20 PM,43037.2,21.67
64,03/26/21 05:10:30 PM,42980.3,21.67
65,03/26/21 05:10:40 PM,42976.3,21.67
66,03/26/21 05:10:50 PM,42960.0,21.67
67,03/26/21 05:11:00 PM,43008.7,21.67
68,03/26/21 05:11:10 PM,42968.2,21.67
69,03/26/21 05:11:20 PM,42968.2,21.67
70,03/26/21 05:11:30 PM,42968.2,21.68
71,03/26/21 05:11:40 PM,42951.9,21.67
72,03/26/21 05:11:50 PM,42951.9,21.67
73,03/26/21 05:12:00 PM,42951.9,21.67
74,03/26/21 05:12:10 PM,42951.9,21.67
75,03/26/21 05:12:20 PM,42915.5,21.68
76,03/26/21 05:12:30 PM,42935.7,21.68
77,03/26/21 05:12:40 PM,42935.7,21.68
78,03/26/21 05:12:50 PM,42919.5,21.68
79,03/26/21 05:13:00 PM,42956.0,21.67
80,03/26/21 05:13:10 PM,42891.2,21.67
81,03/26/21 05:13:20 PM,42903.4,21.68
82,03/26/21 05:13:30 PM,42862.9,21.68
83,03/26/21 05:13:40 PM,42919.5,21.68
84,03/26/21 05:13:50 PM,42891.2,21.68
85,03/26/21 05:14:00 PM,42927.6,21.68
86,03/26/21 05:14:10 PM,42927.6,21.68
87,03/26/21 05:14:20 PM,42899.3,21.68
88,03/26/21 05:14:30 PM,42911.4,21.67
89,03/26/21 05:14:40 PM,42846.8,21.68
90,03/26/21 05:14:50 PM,42858.9,21.68
91,03/26/21 05:15:00 PM,42822.6,21.67
92,03/26/21 05:15:10 PM,42846.8,21.68
93,03/26/21 05:15:20 PM,42846.8,21.68
94,03/26/21 05:15:30 PM,42879.1,21.68
95,03/26/21 05:15:40 PM,42867.0,21.68
96,03/26/21 05:15:50 PM,42830.6,21.68
97,03/26/21 05:16:00 PM,42867.0,21.68
98,03/26/21 05:16:10 PM,42842.7,21.68
99,03/26/21 05:16:20 PM,42867.0,21.68
100,03/26/21 05:16:30 PM,42814.5,21.67
101,03/26/21 05:16:40 PM,42850.8,21.68
102,03/26/21 05:16:50 PM,42850.8,21.68
103,03/26/21 05:17:00 PM,42822.6,21.67
104,03/26/21 05:17:10 PM,42822.6,21.67
105,03/26/21 05:17:20 PM,42822.6,21.68
106,03/26/21 05:17:30 PM,42810.5,21.68
107,03/26/21 05:17:40 PM,42838.7,21.68
108,03/26/21 05:17:50 PM,42834.7,21.68
