"Plot Title: CT_350_overnight"
"#","Date Time, GMT-07:00","High Range, μS/cm (LGR S/N: 20739350, SEN S/N: 20739350)","Temp, °C (LGR S/N: 20739350, SEN S/N: 20739350)"
1,03/26/21 05:00:00 PM,47559.7,21.73
2,03/26/21 05:00:10 PM,47503.5,21.73
3,03/26/21 05:00:20 PM,47559.7,21.73
4,03/26/21 05:00:30 PM,47536.3,21.73
5,03/26/21 05:00:40 PM,47541.0,21.73
6,03/26/21 05:00:50 PM,47526.9,21.73
7,03/26/21 05:01:00 PM,47564.4,21.73
8,03/26/21 05:01:10 PM,47578.5,21.73
9,03/26/21 05:01:20 PM,47578.5,21.73
10,03/26/21 05:01:30 PM,47541.0,21.73
11,03/26/21 05:01:40 PM,47522.2,21.73
12,03/26/21 05:01:50 PM,47555.0,21.73
13,03/26/21 05:02:00 PM,47498.8,21.73
14,03/26/21 05:02:10 PM,47494.1,21.73
15,03/26/21 05:02:20 PM,47512.8,21.73
16,03/26/21 05:02:30 PM,47526.9,21.73
17,03/26/21 05:02:40 PM,47545.6,21.73
18,03/26/21 05:02:50 PM,47545.6,21.73
19,03/26/21 05:03:00 PM,47541.0,21.73
20,03/26/21 05:03:10 PM,47531.6,21.73
21,03/26/21 05:03:20 PM,47517.5,21.73
22,03/26/21 05:03:30 PM,47512.8,21.73
23,03/26/21 05:03:40 PM,47531.6,21.73
24,03/26/21 05:03:50 PM,47531.6,21.73
25,03/26/21 05:04:00 PM,47489.4,21.73
26,03/26/21 05:04:10 PM,47536.3,21.73
27,03/26/21 05:04:20 PM,47480.1,21.73
28,03/26/21 05:04:30 PM,47503.5,21.73
29,03/26/21 05:04:40 PM,47522.2,21.73
30,03/26/21 05:04:50 PM,47470.7,21.73
31,03/26/21 05:05:00 PM,47517.5,21.73
32,03/26/21 05:05:10 PM,47494.1,21.73
33,03/26/21 05:05:20 PM,47438.0,21.73
34,03/26/21 05:05:30 PM,47522.2,21.73
35,03/26/21 05:05:40 PM,47498.8,21.73
36,03/26/21 05:05:50 PM,47536.3,21.73
37,03/26/21 05:06:00 PM,47498.8,21.74
38,03/26/21 05:06:10 PM,47489.4,21.73
39,03/26/21 05:06:20 PM,47512.8,21.73
40,03/26/21 05:06:30 PM,47494.1,21.73
41,03/26/21 05:06:40 PM,47512.8,21.73
42,03/26/21 05:06:50 PM,47494.1,21.73
43,03/26/21 05:07:00 PM,47517.5,21.73
44,03/26/21 05:07:10 PM,47498.8,21.73
45,03/26/21 05:07:20 PM,47498.8,21.73
46,03/26/21 05:07:30 PM,47517.5,21.73
47,03/26/21 05:07:40 PM,47498.8,21.73
48,03/26/21 05:07:50 PM,47498.8,21.73
49,03/26/21 05:08:00 PM,47498.8,21.73
50,03/26/21 05:08:10 PM,47512.8,21.73
51,03/26/21 05:08:20 PM,47475.4,21.73
52,03/26/21 05:08:30 PM,47470.7,21.73
53,03/26/21 05:08:40 PM,47522.2,21.73
54,03/26/21 05:08:50 PM,47470.7,21.73
55,03/26/21 05:09:00 PM,47517.5,21.73
56,03/26/21 05:09:10 PM,47484.8,21.73
57,03/26/21 05:09:20 PM,47494.1,21.73
58,03/26/21 05:09:30 PM,47494.1,21.74
59,03/26/21 05:09:40 PM,47508.2,21.73
60,03/26/21 05:09:50 PM,47541.0,21.73
61,03/26/21 05:10:00 PM,47433.3,21.74
62,03/26/21 05:10:10 PM,47498.8,21.73
63,03/26/21 05:10:20 PM,47447.4,21.73
64,03/26/21 05:10:30 PM,47433.3,21.73
65,03/26/21 05:10:40 PM,47466.1,21.73
66,03/26/21 05:10:50 PM,47480.1,21.73
67,03/26/21 05:11:00 PM,47461.4,21.73
68,03/26/21 05:11:10 PM,47480.1,21.73
69,03/26/21 05:11:20 PM,47470.7,21.73
70,03/26/21 05:11:30 PM,47494.1,21.73
71,03/26/21 05:11:40 PM,47470.7,21.73
72,03/26/21 05:11:50 PM,47484.8,21.73
73,03/26/21 05:12:00 PM,47428.7,21.73
74,03/26/21 05:12:10 PM,47466.1,21.73
75,03/26/21 05:12:20 PM,47466.1,21.73
76,03/26/21 05:12:30 PM,47470.7,21.73
77,03/26/21 05:12:40 PM,47480.1,21.73
78,03/26/21 05:12:50 PM,47480.1,21.74
79,03/26/21 05:13:00 PM,47438.0,21.73
80,03/26/21 05:13:10 PM,47442.7,21.73
81,03/26/21 05:13:20 PM,47470.7,21.73
82,03/26/21 05:13:30 PM,47414.7,21.73
83,03/26/21 05:13:40 PM,47428.7,21.73
84,03/26/21 05:13:50 PM,47447.4,21.73
85,03/26/21 05:14:00 PM,47461.4,21.73
86,03/26/21 05:14:10 PM,47386.7,21.73
87,03/26/21 05:14:20 PM,47410.0,21.73
88,03/26/21 05:14:30 PM,47400.7,21.74
89,03/26/21 05:14:40 PM,47386.7,21.73
90,03/26/21 05:14:50 PM,47456.7,21.73
91,03/26/21 05:15:00 PM,47466.1,21.73
92,03/26/21 05:15:10 PM,47419.3,21.73
93,03/26/21 05:15:20 PM,47414.7,21.74
94,03/26/21 05:15:30 PM,47358.7,21.73
95,03/26/21 05:15:40 PM,47414.7,21.73
96,03/26/21 05:15:50 PM,47405.3,21.73
97,03/26/21 05:16:00 PM,47349.4,21.73
98,03/26/21 05:16:10 PM,47386.7,21.73
99,03/26/21 05:16:20 PM,47438.0,21.73
100,03/26/21 05:16:30 PM,47452.0,21.73
