"Plot Title: CT_341_overnight"
"#","Date Time, GMT-07:00","High Range, μS/cm (LGR S/N: 20739341, SEN S/N: 20739341)","Temp, °C (LGR S/N: 20739341, SEN S/N: 20739341)"
1,03/26/21 05:00:00 PM,43520.0,21.71
2,03/26/21 05:00:10 PM,43562.8,21.71
3,03/26/21 05:00:20 PM,43562.8,21.71
4,03/26/21 05:00:30 PM,43520.0,21.70
5,03/26/21 05:00:40 PM,43520.0,21.71
6,03/26/21 05:00:50 PM,43536.1,21.71
7,03/26/21 05:01:00 PM,43520.0,21.71
8,03/26/21 05:01:10 PM,43578.8,21.71
9,03/26/21 05:01:20 PM,43562.8,21.71
10,03/26/21 05:01:30 PM,43594.9,21.71
11,03/26/21 05:01:40 PM,43498.7,21.71
12,03/26/21 05:01:50 PM,43541.4,21.71
13,03/26/21 05:02:00 PM,43552.1,21.71
14,03/26/21 05:02:10 PM,43482.7,21.71
15,03/26/21 05:02:20 PM,43557.4,21.71
16,03/26/21 05:02:30 PM,43498.7,21.71
17,03/26/21 05:02:40 PM,43600.3,21.71
18,03/26/21 05:02:50 PM,43461.4,21.71
19,03/26/21 05:03:00 PM,43488.0,21.71
20,03/26/21 05:03:10 PM,43514.7,21.71
21,03/26/21 05:03:20 PM,43461.4,21.71
22,03/26/21 05:03:30 PM,43573.5,21.71
23,03/26/21 05:03:40 PM,43546.8,21.71
24,03/26/21 05:03:50 PM,43466.7,21.71
25,03/26/21 05:04:00 PM,43546.8,21.71
26,03/26/21 05:04:10 PM,43520.0,21.71
27,03/26/21 05:04:20 PM,43520.0,21.71
28,03/26/21 05:04:30 PM,43493.3,21.71
29,03/26/21 05:04:40 PM,43477.3,21.71
30,03/26/21 05:04:50 PM,43477.3,21.71
31,03/26/21 05:05:00 PM,43493.3,21.71
32,03/26/21 05:05:10 PM,43450.7,21.71
33,03/26/21 05:05:20 PM,43424.1,21.71
34,03/26/21 05:05:30 PM,43525.4,21.71
35,03/26/21 05:05:40 PM,43498.7,21.71
36,03/26/21 05:05:50 PM,43498.7,21.71
37,03/26/21 05:06:00 PM,43456.0,21.71
38,03/26/21 05:06:10 PM,43482.7,21.71
39,03/26/21 05:06:20 PM,43456.0,21.71
40,03/26/21 05:06:30 PM,43402.8,21.71
41,03/26/21 05:06:40 PM,43402.8,21.71
42,03/26/21 05:06:50 PM,43402.8,21.71
43,03/26/21 05:07:00 PM,43472.0,21.71
44,03/26/21 05:07:10 PM,43461.4,21.71
45,03/26/21 05:07:20 PM,43461.4,21.71
46,03/26/21 05:07:30 PM,43434.7,21.71
47,03/26/21 05:07:40 PM,43445.4,21.71
48,03/26/21 05:07:50 PM,43434.7,21.71
49,03/26/21 05:08:00 PM,43408.1,21.71
50,03/26/21 05:08:10 PM,43418.8,21.71
51,03/26/21 05:08:20 PM,43434.7,21.71
52,03/26/21 05:08:30 PM,43434.7,21.71
53,03/26/21 05:08:40 PM,43424.1,21.71
54,03/26/21 05:08:50 PM,43370.9,21.71
55,03/26/21 05:09:00 PM,43466.7,21.71
56,03/26/21 05:09:10 PM,43355.0,21.71
57,03/26/21 05:09:20 PM,43397.5,21.71
58,03/26/21 05:09:30 PM,43456.0,21.71
59,03/26/21 05:09:40 PM,43370.9,21.71
60,03/26/21 05:09:50 PM,43413.4,21.71
61,03/26/21 05:10:00 PM,43456.0,21.71
62,03/26/21 05:10:10 PM,43386.9,21.71
63,03/26/21 05:10:20 PM,43402.8,21.71
64,03/26/21 05:10:30 PM,43386.9,21.71
65,03/26/21 05:10:40 PM,43360.3,21.71
66,03/26/21 05:10:50 PM,43360.3,21.71
67,03/26/21 05:11:00 PM,43376.2,21.71
68,03/26/21 05:11:10 PM,43344.4,21.71
69,03/26/21 05:11:20 PM,43386.9,21.71
70,03/26/21 05:11:30 PM,43376.2,21.71
71,03/26/21 05:11:40 PM,43323.2,21.71
72,03/26/21 05:11:50 PM,43365.6,21.71
73,03/26/21 05:12:00 PM,43376.2,21.71
74,03/26/21 05:12:10 PM,43365.6,21.71
75,03/26/21 05:12:20 PM,43381.5,21.71
76,03/26/21 05:12:30 PM,43312.6,21.71
77,03/26/21 05:12:40 PM,43365.6,21.71
78,03/26/21 05:12:50 PM,43323.2,21.71
79,03/26/21 05:13:00 PM,43365.6,21.71
80,03/26/21 05:13:10 PM,43370.9,21.71
81,03/26/21 05:13:20 PM,43302.0,21.71
82,03/26/21 05:13:30 PM,43312.6,21.71
83,03/26/21 05:13:40 PM,43344.4,21.71
84,03/26/21 05:13:50 PM,43312.6,21.71
85,03/26/21 05:14:00 PM,43355.0,21.71
86,03/26/21 05:14:10 PM,43328.5,21.71
87,03/26/21 05:14:20 PM,43291.4,21.71
88,03/26/21 05:14:30 PM,43344.4,21.71
89,03/26/21 05:14:40 PM,43264.9,21.71
90,03/26/21 05:14:50 PM,43317.9,21.71
91,03/26/21 05:15:00 PM,43307.3,21.71
92,03/26/21 05:15:10 PM,43275.5,21.71
93,03/26/21 05:15:20 PM,43307.3,21.71
94,03/26/21 05:15:30 PM,43317.9,21.71
95,03/26/21 05:15:40 PM,43307.3,21.71
96,03/26/21 05:15:50 PM,43333.8,21.71
97,03/26/21 05:16:00 PM,43291.4,21.71
98,03/26/21 05:16:10 PM,43307.3,21.71
99,03/26/21 05:16:20 PM,43280.8,21.71
100,03/26/21 05:16:30 PM,43323.2,21.71
101,03/26/21 05:16:40 PM,43349.7,21.71
102,03/26/21 05:16:50 PM,43307.3,21.71
103,03/26/21 05:17:00 PM,43307.3,21.71
104,03/26/21 05:17:10 PM,43254.4,21.71
105,03/26/21 05:17:20 PM,43227.9,21.71
106,03/26/21 05:17:30 PM,43296.7,21.71
107,03/26/21 05:17:40 PM,43280.8,21.71
108,03/26/21 05:17:50 PM,43270.2,21.71
109,03/26/21 05:18:00 PM,43243.8,21.71
110,03/26/21 05:18:10 PM,43243.8,21.71
111,03/26/21 05:18:20 PM,43243.8,21.71
112,03/26/21 05:18:30 PM,43286.1,21.71
113,03/26/21 05:18:40 PM,43259.6,21.71
114,03/26/21 05:18:50 PM,43259.6,21.71
115,03/26/21 05:19:00 PM,43302.0,21.71
116,03/26/21 05:19:10 PM,43286.1,21.71
117,03/26/21 05:19:20 PM,43180.4,21.71
118,03/26/21 05:19:30 PM,43249.1,21.71
119,03/26/21 05:19:40 PM,43222.6,21.71
120,03/26/21 05:19:50 PM,43264.9,21.71
121,03/26/21 05:20:00 PM,43264.9,21.71
122,03/26/21 05:20:10 PM,43264.9,21.71
123,03/26/21 05:20:20 PM,43206.8,21.71
124,03/26/21 05:20:30 PM,43196.3,21.71
125,03/26/21 05:20:40 PM,43249.1,21.71
126,03/26/21 05:20:50 PM,43264.9,21.71
127,03/26/21 05:21:00 PM,43249.1,21.71
128,03/26/21 05:21:10 PM,43212.1,21.71
129,03/26/21 05:21:20 PM,43264.9,21.71
130,03/26/21 05:21:30 PM,43222.6,21.71
131,03/26/21 05:21:40 PM,43212.1,21.71
132,03/26/21 05:21:50 PM,43227.9,21.71
133,03/26/21 05:22:00 PM,43307.3,21.71
134,03/26/21 05:22:10 PM,43227.9,21.71
135,03/26/21 05:22:20 PM,43212.1,21.71
136,03/26/21 05:22:30 PM,43254.4,21.71
137,03/26/21 05:22:40 PM,43212.1,21.71
138,03/26/21 05:22:50 PM,43185.7,21.71
139,03/26/21 05:23:00 PM,43185.7,21.71
140,03/26/21 05:23:10 PM,43227.9,21.71
141,03/26/21 05:23:20 PM,43217.4,21.71
142,03/26/21 05:23:30 PM,43217.4,21.71
143,03/26/21 05:23:40 PM,43243.8,21.71
144,03/26/21 05:23:50 PM,43206.8,21.71
145,03/26/21 05:24:00 PM,43217.4,21.71
146,03/26/21 05:24:10 PM,43259.6,21.71
147,03/26/21 05:24:20 PM,43191.0,21.71
148,03/26/21 05:24:30 PM,43180.4,21.71
149,03/26/21 05:24:40 PM,43191.0,21.71
150,03/26/21 05:24:50 PM,43180.4,21.71
151,03/26/21 05:25:00 PM,43249.1,21.71
152,03/26/21 05:25:10 PM,43169.9,21.71
153,03/26/21 05:25:20 PM,43191.0,21.71
154,03/26/21 05:25:30 PM,43206.8,21.71
155,03/26/21 05:25:40 PM,43154.1,21.71
156,03/26/21 05:25:50 PM,43127.8,21.71
157,03/26/21 05:26:00 PM,43185.7,21.71
158,03/26/21 05:26:10 PM,43185.7,21.71
159,03/26/21 05:26:20 PM,43169.9,21.71
160,03/26/21 05:26:30 PM,43212.1,21.71
161,03/26/21 05:26:40 PM,43185.7,21.71
162,03/26/21 05:26:50 PM,43185.7,21.71
163,03/26/21 05:27:00 PM,43196.3,21.71
164,03/26/21 05:27:10 PM,43159.4,21.71
165,03/26/21 05:27:20 PM,43143.6,21.71
166,03/26/21 05:27:30 PM,43143.6,21.71
167,03/26/21 05:27:40 PM,43143.6,21.71
168,03/26/21 05:27:50 PM,43185.7,21.71
169,03/26/21 05:28:00 PM,43175.2,21.71
170,03/26/21 05:28:10 PM,43148.8,21.71
171,03/26/21 05:28:20 PM,43148.8,21.71
172,03/26/21 05:28:30 PM,43159.4,21.71
173,03/26/21 05:28:40 PM,43122.5,21.71
174,03/26/21 05:28:50 PM,43159.4,21.71
175,03/26/21 05:29:00 PM,43159.4,21.71
176,03/26/21 05:29:10 PM,43159.4,21.71
177,03/26/21 05:29:20 PM,43175.2,21.71
178,03/26/21 05:29:30 PM,43138.3,21.71
179,03/26/21 05:29:40 PM,43217.4,21.71
180,03/26/21 05:29:50 PM,43133.0,21.71
181,03/26/21 05:30:00 PM,43127.8,21.71
182,03/26/21 05:30:10 PM,43191.0,21.71
183,03/26/21 05:30:20 PM,43196.3,21.71
184,03/26/21 05:30:30 PM,43164.6,21.71
185,03/26/21 05:30:40 PM,43085.7,21.71
186,03/26/21 05:30:50 PM,43206.8,21.71
187,03/26/21 05:31:00 PM,43127.8,21.71
188,03/26/21 05:31:10 PM,43180.4,21.71
189,03/26/21 05:31:20 PM,43101.5,21.71
190,03/26/21 05:31:30 PM,43127.8,21.71
191,03/26/21 05:31:40 PM,43143.6,21.71
192,03/26/21 05:31:50 PM,43164.6,21.71
193,03/26/21 05:32:00 PM,43112.0,21.71
194,03/26/21 05:32:10 PM,43127.8,21.70
195,03/26/21 05:32:20 PM,43075.2,21.71
196,03/26/21 05:32:30 PM,43112.0,21.71
197,03/26/21 05:32:40 PM,43091.0,21.70
198,03/26/21 05:32:50 PM,43143.6,21.71
